maxThreads,minSpareThreads,executorTerminationTimeoutMillis,connectionTimeout,maxConnections,maxKeepAliveRequests,acceptorThreadCount,asyncTimeout,acceptCount,socketBuffer,processorCache,keepAliveTimeout,PERF
119.0,27.0,2959.0,30196.0,31286.0,14.0,1.0,41873.0,13.0,117.0,497.0,24.0,1084.0411376953125
418.0,24.0,5112.0,7530.0,31743.0,173.0,5.0,37062.0,33.0,32.0,379.0,29.0,1284.7239990234375
151.0,2.0,6924.0,23637.0,35941.0,175.0,7.0,46055.0,20.0,400.0,222.0,46.0,1195.70263671875
439,5,1087,10849,48274,87,6,15052,25,193,176,29,-1
292,45,5455,46447,42820,198,7,8155,43,482,452,28,-1
357,11,6652,28676,14248,13,8,49490,5,400,205,8,-1
147.0,38.0,6982.0,2209.0,30727.0,9.0,7.0,16548.0,44.0,490.0,253.0,49.0,1175.513671875
155,4,4798,1568,9870,82,6,7810,3,434,157,47,-1
448.0,19.0,3683.0,26003.0,32194.0,119.0,6.0,31006.0,47.0,254.0,216.0,36.0,1198.581298828125
119,15,7822,26056,27421,3,4,28998,1,308,316,3,-1
314.0,23.0,5434.0,17628.0,35347.0,147.0,1.0,3029.0,34.0,481.0,126.0,23.0,1216.6390380859375
296,16,2911,15633,18458,119,3,18858,38,14,285,37,-1
155,11,6430,11934,9370,87,7,5092,16,167,416,22,-1
427,9,2693,32511,44245,90,3,6046,26,96,403,42,-1
92,14,6457,32096,40313,69,2,14597,39,136,173,21,-1
210,21,7364,7799,234,188,8,49345,22,475,463,11,-1
373,41,5303,25950,14452,68,3,3404,29,144,405,3,-1
451,34,7390,44828,44983,115,1,37265,9,150,331,26,-1
207,47,4897,17067,12624,172,5,39116,18,99,267,41,-1
86,39,7374,40302,41175,2,6,43127,3,136,135,26,-1
212,24,6211,90,2742,26,2,3421,48,427,43,25,-1
158,16,2810,32345,29331,72,2,16439,7,278,358,19,-1
40,9,2986,30221,39131,76,8,31146,22,186,248,35,-1
210,35,3686,12254,26792,139,1,21245,21,439,468,19,-1
449,39,2097,23207,6158,162,6,44367,39,334,367,28,-1
