maxThreads,minSpareThreads,executorTerminationTimeoutMillis,connectionTimeout,maxConnections,maxKeepAliveRequests,acceptorThreadCount,asyncTimeout,acceptCount,socketBuffer,processorCache,keepAliveTimeout,PERF
478.0,47.0,452.0,4243.0,41775.0,147.0,7.0,15407.0,30.0,303.0,291.0,8.0,1206.28125
215.0,20.0,5784.0,49740.0,47469.0,109.0,5.0,13412.0,2.0,14.0,232.0,16.0,1187.3177490234375
190.0,44.0,4206.0,28025.0,11806.0,5.0,3.0,6835.0,26.0,499.0,337.0,9.0,1180.48486328125
446.0,40.0,5875.0,45329.0,38144.0,158.0,4.0,49048.0,48.0,81.0,377.0,36.0,1267.6002197265625
231.0,26.0,3920.0,46241.0,25042.0,166.0,4.0,44142.0,45.0,231.0,284.0,46.0,1222.5010986328125
362,24,1774,16233,34978,34,9,13407,45,155,478,35,-1
252,26,5211,29397,15592,42,5,46707,31,38,410,36,-1
453.0,10.0,5958.0,2937.0,32645.0,55.0,3.0,43774.0,6.0,261.0,427.0,12.0,1197.8111572265625
106,44,3383,35848,1594,73,2,33638,5,477,13,36,-1
11,13,6506,7855,9187,138,4,2159,49,76,19,17,-1
308,37,904,16860,1541,90,7,36997,45,378,431,35,-1
236,12,5286,15815,5103,90,8,6377,29,197,257,8,-1
479,13,4848,20987,902,112,2,2839,2,81,48,32,-1
254.0,49.0,7473.0,49726.0,11624.0,89.0,3.0,29562.0,31.0,400.0,355.0,13.0,1025.3057861328125
212,26,38,1774,20436,23,7,12044,5,91,116,11,-1
260,23,2477,32087,10623,181,9,36446,22,256,290,3,-1
209,26,1449,4689,40132,73,5,46072,30,145,491,19,-1
10,34,809,15296,42030,134,1,22571,21,243,104,29,-1
37,14,2983,46763,3828,151,2,28578,20,232,377,20,-1
61,6,644,42503,32049,191,7,1234,33,388,362,25,-1
179,23,6389,13447,26315,96,9,40217,46,418,149,12,-1
244,13,3421,33957,45929,117,8,4798,18,498,74,21,-1
34.0,5.0,7164.0,49431.0,32404.0,26.0,3.0,11585.0,33.0,340.0,219.0,26.0,1080.2266845703125
56,27,7599,37788,4808,103,7,12863,44,231,351,20,-1
497,39,4587,7238,22059,6,6,44090,9,255,241,20,-1
355,46,5643,23624,48098,66,7,32924,38,426,113,31,-1
201,33,7817,31741,581,93,7,44161,32,408,9,47,-1
365,30,7242,44233,5023,163,7,9977,37,293,96,40,-1
69,31,3475,12684,28305,93,2,48339,4,2,243,42,-1
329,37,3880,33740,16745,54,5,1377,4,377,87,37,-1
392,20,5399,39371,43201,27,2,19083,23,148,6,28,-1
483,18,4303,19116,22140,174,3,32453,24,269,457,4,-1
412,15,5170,39792,32670,79,8,4648,32,196,265,42,-1
399,31,2464,11645,22877,47,3,47887,6,409,190,18,-1
159,4,3659,8324,22101,59,9,46087,22,320,464,16,-1
50,12,1516,33923,18690,71,8,11659,40,316,200,41,-1
171,44,7407,25130,34499,189,7,37550,43,467,377,48,-1
146,31,5365,18371,19759,35,9,17700,24,446,94,48,-1
64,2,2806,17958,45882,176,7,21821,27,119,416,20,-1
143,32,1204,15817,46308,19,2,10218,13,210,125,17,-1
123,12,4884,16822,18640,153,1,7202,42,215,389,7,-1
261,42,2704,38408,30519,79,9,19615,24,310,159,42,-1
299,29,4308,49246,49446,168,5,20590,26,24,55,49,-1
64,46,5437,45754,3867,61,8,443,6,175,87,8,-1
335,5,7772,32468,2489,179,3,24073,28,70,251,3,-1
100,46,6576,26144,34092,175,2,24605,7,59,55,11,-1
27,11,3033,31134,42930,180,7,25354,45,82,53,41,-1
313,11,3018,14869,21543,86,4,39887,40,281,236,14,-1
382,49,1832,35154,34953,131,1,27586,10,97,290,32,-1
313,37,5621,23757,2390,154,8,41773,30,20,98,6,-1
318,27,1491,47791,48898,179,5,14590,11,412,350,14,-1
451,28,3301,20772,36023,91,6,6102,35,136,455,11,-1
167,27,3139,26272,46190,41,7,34665,39,224,227,17,-1
237,13,1526,23805,9607,94,6,15473,9,302,430,11,-1
308,33,7078,34107,15391,42,8,14959,1,435,99,16,-1
160,13,5793,17141,22029,84,8,913,29,66,76,30,-1
188,4,4705,45718,32255,99,8,45793,8,150,482,46,-1
102,35,6994,29566,35111,105,3,10653,4,333,70,31,-1
196.0,22.0,7763.0,19590.0,23738.0,76.0,2.0,11204.0,27.0,408.0,46.0,47.0,1144.10107421875
337.0,3.0,5656.0,20076.0,25734.0,21.0,5.0,25996.0,39.0,290.0,352.0,36.0,1052.0238037109375
111.0,2.0,3828.0,6466.0,7089.0,65.0,5.0,30787.0,32.0,471.0,51.0,28.0,1162.49072265625
44,33,3499,7008,15527,132,5,47220,18,170,461,30,-1
54,39,2907,47374,31793,161,9,25467,48,13,170,42,-1
5,33,7993,35766,43107,16,5,30481,22,210,395,8,-1
23,30,7731,41356,33658,59,9,2011,13,394,447,20,-1
454,6,4775,3379,11668,38,1,20265,25,141,326,3,-1
259,26,3225,45740,6332,85,5,18640,48,286,258,22,-1
219,47,6393,32378,8120,119,2,17548,2,352,488,32,-1
285,13,3539,23221,21150,54,2,37533,47,410,311,2,-1
151,42,7781,27392,28446,137,3,35606,18,423,231,33,-1
278,27,3686,47610,37740,84,5,44892,37,326,479,6,-1
299,31,3636,48159,48373,78,6,38286,35,182,399,18,-1
74,33,5193,20425,24942,197,8,20350,45,285,203,32,-1
392,44,5362,33370,20042,9,5,5716,47,181,302,36,-1
90,41,2605,4022,29988,81,9,22234,5,10,16,25,-1
357,3,2638,23920,44879,194,8,31944,29,112,306,9,-1
152,41,4545,36310,23269,56,5,28659,12,422,490,9,-1
121,40,5774,11248,29298,48,8,29372,26,81,203,24,-1
181,9,1585,35011,46247,168,6,39550,7,105,352,1,-1
42,39,1575,9244,19772,167,1,43874,15,285,236,6,-1
479,9,6439,43947,22696,192,1,7390,24,38,404,26,-1
399,15,217,44516,10420,83,2,29342,23,99,20,17,-1
391,8,1827,30931,31754,161,6,42490,8,461,15,6,-1
52,38,4036,46070,48743,190,6,17567,47,366,98,28,-1
11,1,5110,35969,43055,150,2,36899,49,338,240,15,-1
32,31,7694,5743,41043,179,4,42292,8,151,283,44,-1
268,5,7439,28579,38945,46,4,4511,10,219,206,33,-1
416,17,7404,32657,17242,37,9,32839,3,342,189,21,-1
383,11,2146,27013,45230,18,8,36026,9,331,310,35,-1
269,16,4020,11887,22766,81,1,11604,17,197,282,37,-1
130,28,2702,11333,6992,192,9,41542,9,76,53,15,-1
213,1,3376,34461,41698,38,1,39747,19,157,78,14,-1
133,13,1862,25873,40662,62,4,24178,42,383,492,9,-1
402,15,4612,26355,28737,65,1,394,46,443,230,5,-1
419,25,3762,31948,7881,44,8,36729,49,217,485,44,-1
254,44,1300,3516,40705,29,5,36846,34,110,393,3,-1
281,44,4371,15128,49861,145,8,44805,46,287,412,25,-1
128,14,2094,1277,30997,80,9,2555,39,98,162,15,-1
478,32,3739,9212,2384,74,9,22221,34,440,24,16,-1
209,12,3063,34074,6734,139,3,32861,9,394,210,41,-1
483,29,170,18305,48794,130,7,23810,47,453,306,29,-1
52,1,1643,36036,42364,154,8,1525,2,128,10,29,-1
464.0,45.0,850.0,33208.0,33552.0,131.0,4.0,11823.0,44.0,451.0,358.0,27.0,1170.97607421875
17,14,1916,12135,10801,133,7,8798,45,1,477,29,-1
322,14,5531,43820,10266,27,8,12464,6,246,94,11,-1
142,5,6551,28267,32664,59,7,48050,49,22,155,5,-1
237,33,4865,17724,48179,125,9,21278,32,50,268,32,-1
117,31,1058,23073,30353,96,2,9510,19,326,217,10,-1
169,16,1101,29451,23550,65,1,45695,3,58,147,39,-1
468.0,38.0,1650.0,41963.0,1624.0,23.0,2.0,28165.0,30.0,313.0,474.0,37.0,1123.7978515625
372,9,7283,45947,41414,17,7,25971,27,134,386,40,-1
385.0,15.0,5889.0,4320.0,34031.0,7.0,1.0,5214.0,32.0,491.0,234.0,32.0,1183.5042724609375
