maxThreads,minSpareThreads,executorTerminationTimeoutMillis,connectionTimeout,maxConnections,maxKeepAliveRequests,acceptorThreadCount,asyncTimeout,acceptCount,socketBuffer,processorCache,keepAliveTimeout,PERF
68,42,6110,12753,24772,90,6,39436,5,15,418,22,-1
381,1,3563,36077,11438,189,9,1530,2,271,469,19,-1
109,21,232,11084,21894,99,3,11544,11,230,145,2,-1
418.0,28.0,5138.0,9295.0,49627.0,172.0,2.0,16635.0,36.0,355.0,468.0,21.0,1118.196044921875
415,33,2426,29379,44124,169,5,29450,2,122,398,21,-1
87,27,5624,33724,18735,88,5,38922,26,197,245,2,-1
22,35,7865,29659,19680,34,5,49103,38,270,430,12,-1
257.0,47.0,4622.0,22956.0,13464.0,110.0,9.0,286.0,39.0,410.0,443.0,37.0,1211.8763427734375
404,26,4490,21304,2807,174,6,9992,25,242,179,17,-1
269,31,4899,22907,1399,46,2,29223,43,399,398,41,-1
128,42,5384,4161,835,3,7,12478,6,312,172,4,-1
80,26,1345,13645,35579,91,3,23689,2,193,211,10,-1
55,45,4080,10454,30282,163,1,894,8,359,80,35,-1
339,27,1764,48779,39890,103,3,32425,20,288,161,31,-1
30,15,7743,43776,15320,171,3,46964,37,208,126,1,-1
439,2,6555,48110,28514,35,8,48688,35,254,189,17,-1
103,34,3463,9705,5222,133,3,24990,16,435,449,1,-1
101,17,7896,39135,16955,43,7,41885,46,172,441,34,-1
242,49,1877,36273,4234,34,9,10649,38,300,420,19,-1
170,15,6939,30199,47715,177,2,27558,6,20,37,43,-1
394,41,2727,30759,39095,76,6,11186,5,134,445,28,-1
462,23,2217,39350,41388,3,7,4585,6,442,20,12,-1
494,21,924,8369,12071,149,1,45538,19,485,454,15,-1
127,24,801,32602,1981,3,9,14778,30,225,157,4,-1
456.0,48.0,7758.0,5568.0,10760.0,123.0,9.0,27146.0,34.0,331.0,130.0,27.0,1127.64990234375
154,13,650,14039,49168,90,6,32173,47,195,154,17,-1
159,42,7148,15140,16717,109,6,29798,13,11,122,4,-1
276,4,601,31769,14541,158,5,43132,8,251,397,4,-1
474,9,6209,49244,41077,64,1,25718,46,147,446,7,-1
455,2,2528,45154,40193,181,8,37309,34,89,216,8,-1
357,33,2020,3220,48169,161,5,27069,42,227,198,17,-1
129,2,5171,20834,28530,13,4,6915,7,130,414,20,-1
201,31,1868,373,26435,100,6,21916,34,365,119,25,-1
239,12,3297,28020,45347,183,3,32321,3,36,256,43,-1
80.0,38.0,7064.0,15590.0,34628.0,169.0,4.0,35064.0,37.0,297.0,428.0,44.0,1076.3555908203125
480.0,28.0,1410.0,12529.0,10881.0,114.0,7.0,2607.0,34.0,358.0,174.0,26.0,1211.6485595703125
83,36,325,49061,40397,126,3,45643,48,70,388,42,-1
330,35,3560,46215,48560,77,8,21646,9,163,64,45,-1
479,6,4805,20411,5905,59,3,37479,1,95,219,2,-1
314,30,6682,10330,14239,108,3,29287,13,342,395,40,-1
486,27,3926,42784,38453,114,4,14203,6,403,59,37,-1
273,48,6088,48675,6830,100,6,15563,25,179,264,1,-1
221,23,2438,19970,39154,136,5,32383,19,102,2,14,-1
299,44,6635,25548,49350,92,8,20448,37,493,153,9,-1
310,27,2875,175,19458,85,4,43062,29,367,449,37,-1
246,37,5122,32437,31484,81,6,31686,46,391,423,38,-1
407,30,2795,13229,35401,174,5,7604,41,242,234,3,-1
255,37,3380,17758,32842,4,5,47306,34,201,344,30,-1
