no-8x8dct,no-cabac,no-deblock,no-fast-pskip,no-mbtree,no-mixed-refs,no-weightb,rc-lookahead,ref,PERF
0,1,1,1,1,1,0,47,7,-1
1,1,1,0,0,0,0,196,9,-1
1.0,0.0,1.0,0.0,0.0,1.0,0.0,90.0,9.0,3680.06
1,0,1,0,1,0,0,229,4,-1
1,0,1,0,1,0,1,105,3,-1
0,0,0,0,0,0,0,174,7,-1
1,0,0,1,0,0,1,169,5,-1
0.0,0.0,0.0,0.0,0.0,1.0,1.0,93.0,9.0,3619.9
0,1,1,1,0,0,0,122,8,-1
0,0,1,1,1,0,0,123,1,-1
0,0,1,0,0,0,0,74,2,-1
0,0,1,1,0,1,1,217,3,-1
0,1,0,0,1,0,1,73,5,-1
0,0,0,0,0,0,0,140,4,-1
0,0,0,0,1,0,1,113,5,-1
1,0,1,1,1,1,0,44,9,-1
1,1,0,1,1,0,1,45,6,-1
0,1,0,1,1,1,1,66,2,-1
1,1,1,0,0,0,1,92,8,-1
1,1,0,1,0,1,0,100,1,-1
1,0,1,0,1,0,1,108,4,-1
0,1,0,0,1,0,1,134,2,-1
0,1,0,0,0,0,1,75,7,-1
0,1,0,1,1,0,0,154,7,-1
0,1,0,1,0,1,1,192,6,-1
1,0,0,1,1,1,1,116,4,-1
0,1,0,0,1,1,0,236,4,-1
1,1,1,1,0,1,1,154,8,-1
1,1,0,1,1,1,0,188,1,-1
0,1,0,1,1,1,1,235,2,-1
0,0,0,1,1,0,1,100,1,-1
1,0,1,1,1,1,0,109,8,-1
0,1,1,1,0,1,1,95,8,-1
0,0,0,0,1,0,0,186,5,-1
0,1,1,0,1,0,1,102,3,-1
0.0,0.0,0.0,0.0,0.0,1.0,1.0,220.0,8.0,3627.33
1.0,0.0,0.0,0.0,0.0,1.0,1.0,207.0,3.0,3676.67
0,0,0,1,0,0,0,51,1,-1
1,1,1,1,1,0,0,108,9,-1
1,0,1,1,1,1,0,90,4,-1
1,1,1,0,0,1,1,113,9,-1
0.0,0.0,0.0,0.0,0.0,1.0,1.0,48.0,4.0,3627.23
0,1,1,0,0,0,0,198,2,-1
1,1,1,1,1,1,0,194,5,-1
1,1,1,0,0,1,0,81,2,-1
1,1,0,0,1,0,1,155,9,-1
1,0,0,1,0,0,0,158,4,-1
0,1,0,0,0,1,1,125,4,-1
1,1,0,0,0,1,1,118,2,-1
0,0,1,1,1,0,0,199,7,-1
0,0,0,1,0,0,0,186,1,-1
1,0,0,1,1,1,0,172,7,-1
0,0,1,1,1,1,0,63,6,-1
0,0,0,1,0,0,0,138,2,-1
0,0,0,0,0,0,1,242,1,-1
1,0,1,1,1,0,0,116,5,-1
0,0,1,1,0,1,1,149,5,-1
1,1,1,1,1,1,1,102,9,-1
1,0,0,1,1,0,0,84,4,-1
0,1,1,0,0,1,1,202,9,-1
0,1,1,0,0,1,0,147,7,-1
1,0,0,1,1,0,0,164,5,-1
1,1,1,0,0,1,1,125,1,-1
1,1,0,1,0,0,1,206,2,-1
1,0,1,0,0,0,1,231,8,-1
