no-8x8dct,no-cabac,no-deblock,no-fast-pskip,no-mbtree,no-mixed-refs,no-weightb,rc-lookahead,ref,PERF
0,0,1,0,0,0,0,237,1,-1
0,0,1,1,1,1,1,134,8,-1
0,1,0,0,0,1,0,224,6,-1
0,1,0,0,0,1,0,62,6,-1
1.0,0.0,1.0,0.0,0.0,1.0,0.0,98.0,5.0,3690.55
1,0,1,0,0,0,0,72,2,-1
1,0,1,1,1,1,0,241,6,-1
1.0,0.0,1.0,0.0,1.0,1.0,0.0,235.0,9.0,5529.93
1,0,1,1,1,0,1,100,8,-1
0,0,1,0,0,0,1,231,5,-1
1,1,1,0,1,0,0,137,3,-1
0,1,0,1,0,1,0,45,5,-1
0,0,0,0,0,0,1,142,5,-1
1,1,1,1,1,0,0,203,9,-1
0,0,1,0,1,0,1,44,7,-1
1,0,0,1,0,1,1,150,6,-1
0,0,0,0,0,0,1,221,8,-1
1,1,1,0,1,0,1,110,1,-1
0,0,1,1,1,1,1,134,3,-1
0,1,1,1,0,0,1,81,6,-1
0,1,1,0,1,0,0,242,8,-1
1,0,1,1,1,0,1,240,7,-1
0,0,0,0,1,0,0,97,9,-1
0,0,1,1,1,0,1,200,9,-1
1,1,1,0,1,1,1,130,6,-1
1,0,1,1,0,1,0,183,3,-1
1,0,0,1,0,1,1,229,5,-1
1,1,1,1,1,0,0,173,5,-1
1,0,1,1,0,1,1,135,3,-1
0,0,0,1,0,1,1,190,6,-1
0,1,0,0,0,0,0,104,3,-1
1,0,1,1,0,1,1,249,4,-1
0,0,1,0,0,0,1,188,8,-1
0,1,1,1,0,1,0,243,7,-1
0,0,0,0,0,0,1,72,1,-1
0,0,1,1,0,1,0,116,8,-1
0,0,1,1,1,0,0,167,1,-1
1,1,0,1,0,1,0,181,4,-1
1,1,0,0,0,0,1,214,3,-1
1,1,0,1,1,0,1,70,9,-1
1,0,0,1,1,1,1,84,9,-1
0,1,0,1,1,1,1,155,1,-1
0,1,0,0,0,0,1,200,5,-1
1,1,0,0,0,1,0,47,2,-1
0,1,0,1,0,0,0,196,4,-1
0,1,1,0,1,0,0,223,6,-1
1,1,0,1,0,1,0,210,9,-1
1,0,0,1,1,1,0,139,7,-1
0.0,0.0,0.0,0.0,1.0,1.0,0.0,105.0,5.0,5397.22
0,1,1,1,1,1,1,81,3,-1
0,0,1,1,0,1,1,236,6,-1
0,1,1,0,1,0,0,67,2,-1
0,1,1,0,1,1,0,193,7,-1
0,1,1,0,0,1,1,59,2,-1
1,0,1,1,0,1,0,219,3,-1
1,1,0,1,0,1,1,229,1,-1
1.0,0.0,1.0,0.0,0.0,1.0,1.0,75.0,9.0,3683.78
0,0,0,1,0,0,1,165,7,-1
1,1,1,0,0,1,0,228,5,-1
1,0,0,1,0,1,0,241,3,-1
0,1,0,1,0,1,1,94,7,-1
0,1,0,0,0,0,0,89,3,-1
0.0,0.0,0.0,0.0,0.0,1.0,1.0,53.0,8.0,3625.31
1,1,0,0,1,1,1,176,4,-1
0.0,0.0,1.0,0.0,0.0,1.0,1.0,242.0,8.0,3634.4
1,1,1,1,0,0,0,147,6,-1
0.0,0.0,0.0,0.0,1.0,1.0,1.0,153.0,9.0,5393.34
0,1,0,1,1,0,1,90,6,-1
1,1,1,1,0,1,0,186,9,-1
1,1,0,0,0,1,1,186,5,-1
1,0,1,0,1,0,1,120,7,-1
1,1,1,0,1,0,1,88,3,-1
0,1,0,0,0,0,0,75,5,-1
1,1,1,1,1,1,1,153,5,-1
1,1,0,1,1,0,0,71,8,-1
0,0,1,0,0,0,1,108,1,-1
1,1,1,0,0,1,0,225,1,-1
1,1,1,1,0,1,0,152,7,-1
0,1,0,1,0,1,1,111,7,-1
0,0,0,1,1,1,0,63,5,-1
0,0,1,1,0,0,1,120,9,-1
0,1,1,0,0,0,1,57,4,-1
0.0,0.0,0.0,0.0,1.0,1.0,1.0,203.0,2.0,5429.33
1,0,0,1,0,0,0,198,6,-1
1,1,1,0,1,1,1,172,6,-1
1,0,0,1,1,0,0,237,6,-1
0,1,0,0,1,0,0,200,1,-1
1,0,0,1,0,1,1,117,8,-1
0,0,0,1,0,0,0,156,6,-1
0,1,0,0,0,1,0,68,5,-1
0,0,1,1,1,0,0,66,1,-1
0,0,0,1,1,0,1,179,5,-1
0,1,1,0,1,1,0,245,6,-1
1,1,1,1,1,0,0,164,9,-1
0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,8.0,3618.34
0,1,0,0,1,0,0,88,9,-1
0,1,1,0,1,0,1,244,9,-1
0.0,0.0,1.0,0.0,0.0,1.0,1.0,151.0,5.0,3642.16
0,1,0,0,0,0,0,203,8,-1
1.0,0.0,0.0,0.0,1.0,1.0,1.0,199.0,8.0,5464.44
1,0,1,1,1,1,0,211,1,-1
0,1,0,1,1,0,1,91,7,-1
1,0,0,1,1,1,1,57,7,-1
0,1,0,1,1,1,0,197,4,-1
0,1,1,1,1,1,0,48,5,-1
0.0,0.0,1.0,0.0,1.0,1.0,0.0,232.0,8.0,5465.7
0,0,0,0,0,0,0,157,6,-1
0,0,1,1,1,1,0,47,7,-1
0,0,0,0,0,0,0,181,6,-1
1,1,1,1,0,0,0,232,1,-1
0,1,1,0,0,1,0,153,5,-1
0,1,0,1,0,1,0,48,9,-1
1,0,0,1,0,0,0,189,9,-1
1,1,0,0,1,1,1,68,6,-1
0,0,0,0,0,0,1,78,7,-1
1,0,0,0,1,0,1,82,2,-1
1,0,0,1,0,1,0,190,2,-1
0,0,1,1,1,1,0,200,8,-1
1,0,1,1,0,1,1,47,5,-1
1,0,1,0,0,0,0,240,5,-1
0,1,0,1,0,0,1,122,3,-1
0,0,1,0,1,0,1,250,6,-1
