no-8x8dct,no-cabac,no-deblock,no-fast-pskip,no-mbtree,no-mixed-refs,no-weightb,rc-lookahead,ref,PERF
0,1,0,1,1,1,1,196,9,-1
1,1,1,1,1,1,1,210,5,-1
1.0,0.0,1.0,0.0,1.0,1.0,1.0,157.0,2.0,5565.85
0,1,0,0,1,1,0,70,1,-1
0.0,0.0,1.0,0.0,0.0,1.0,1.0,73.0,3.0,3653.96
0,0,1,0,0,0,0,95,2,-1
0,0,1,1,0,1,0,133,6,-1
0,1,1,0,1,0,1,110,7,-1
1,0,0,1,1,0,0,86,3,-1
0,0,0,1,1,1,1,61,3,-1
0,1,1,0,1,1,0,74,5,-1
1,0,1,1,1,0,0,55,9,-1
0,0,0,1,1,1,1,66,3,-1
1,0,1,1,0,0,0,148,5,-1
1,1,0,1,0,0,1,79,2,-1
0,1,1,0,1,0,0,88,2,-1
0,0,0,0,0,0,1,40,1,-1
0,1,0,1,1,0,1,242,7,-1
0,0,0,1,1,1,1,215,7,-1
0,0,0,1,0,0,1,187,9,-1
1.0,0.0,0.0,0.0,0.0,1.0,1.0,41.0,5.0,3653.71
0,1,0,0,1,0,1,118,4,-1
0,1,1,0,1,1,1,156,4,-1
0,0,1,0,0,0,1,101,3,-1
0,1,0,1,1,1,0,185,4,-1
1,0,0,1,0,0,0,161,7,-1
1,1,1,1,0,1,0,224,7,-1
1,0,1,1,0,1,1,139,2,-1
1,1,0,1,0,0,1,199,1,-1
0,1,1,0,1,1,1,190,5,-1
1,0,1,1,1,0,0,234,9,-1
1,0,1,0,0,0,1,147,9,-1
0,1,0,1,1,1,0,122,1,-1
1,1,0,1,1,0,1,103,9,-1
1,1,0,1,0,1,1,109,7,-1
0,1,1,0,1,1,0,150,9,-1
0,1,1,0,1,1,1,227,1,-1
0,0,0,1,1,1,0,156,7,-1
0,1,1,1,1,1,0,48,4,-1
1,1,0,0,1,1,0,232,2,-1
1,1,0,0,1,1,0,125,2,-1
0,1,0,1,1,0,0,245,5,-1
1,0,1,1,1,1,1,197,5,-1
1,1,1,0,0,0,0,199,6,-1
1,1,1,1,1,1,0,104,2,-1
1,1,0,0,1,1,1,220,8,-1
0,1,0,1,1,1,0,181,1,-1
1,1,0,0,1,1,1,53,5,-1
0,0,1,1,0,1,1,168,4,-1
0,0,1,0,0,0,1,228,4,-1
1,0,0,0,0,0,0,138,9,-1
0,1,0,1,0,1,1,107,8,-1
0,1,1,1,1,0,0,159,4,-1
1,0,1,0,0,0,1,126,4,-1
1,0,1,1,1,1,1,62,4,-1
0,1,0,0,1,1,1,121,1,-1
0.0,0.0,1.0,0.0,0.0,1.0,1.0,161.0,8.0,3634.4
1,0,0,1,0,1,0,183,7,-1
1.0,0.0,1.0,0.0,1.0,1.0,0.0,138.0,3.0,5557.23
1,1,0,0,0,0,0,161,9,-1
0,0,0,0,1,0,0,45,1,-1
1,1,1,1,0,0,1,153,8,-1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,43.0,2.0,3666.05
1,1,0,0,1,1,1,210,1,-1
1,1,1,0,1,0,0,154,4,-1
0,1,0,0,0,0,1,171,2,-1
0,0,0,1,1,1,1,58,6,-1
0,1,0,0,1,0,1,124,3,-1
0,0,1,0,1,0,1,74,5,-1
0,0,0,0,1,0,0,111,9,-1
1.0,0.0,1.0,0.0,0.0,1.0,1.0,146.0,2.0,3711.97
0,0,1,1,1,0,0,63,4,-1
1,1,1,1,1,1,0,231,6,-1
0,1,0,0,1,1,0,53,2,-1
1,1,0,0,0,1,0,126,2,-1
1,1,1,1,0,0,1,230,7,-1
1,1,0,0,0,1,1,122,1,-1
1.0,0.0,0.0,0.0,0.0,1.0,1.0,117.0,8.0,3667.8
0,0,1,1,0,0,0,186,8,-1
1,0,1,1,1,0,1,239,6,-1
1,1,1,0,0,0,0,165,2,-1
1,1,0,0,0,1,1,204,2,-1
1.0,0.0,0.0,0.0,1.0,1.0,1.0,126.0,4.0,5473.64
0.0,0.0,1.0,0.0,0.0,1.0,1.0,45.0,1.0,3818.34
1.0,0.0,0.0,0.0,0.0,1.0,1.0,195.0,9.0,3663.12
0.0,0.0,0.0,0.0,0.0,1.0,1.0,165.0,3.0,3630.45
1,1,1,1,1,1,0,182,4,-1
0,1,1,1,1,1,0,60,5,-1
1,1,0,1,1,0,1,172,1,-1
0.0,0.0,1.0,0.0,1.0,1.0,1.0,67.0,7.0,5470.09
0.0,0.0,0.0,0.0,1.0,1.0,0.0,173.0,7.0,5396.29
0,1,1,0,1,1,1,138,7,-1
1,0,1,1,0,1,1,127,3,-1
0,1,0,1,1,0,0,179,5,-1
0,0,1,1,0,0,0,60,8,-1
1.0,0.0,0.0,0.0,1.0,1.0,1.0,66.0,3.0,5479.37
0,0,1,1,0,1,0,97,6,-1
0,1,1,1,0,1,1,186,7,-1
1,0,1,0,1,0,0,110,2,-1
1,0,1,1,1,1,0,78,8,-1
0,1,1,1,1,1,0,233,7,-1
1,1,0,0,0,1,0,177,6,-1
1,0,0,0,0,0,0,63,9,-1
1,1,0,1,0,0,1,201,6,-1
0,1,0,1,0,0,1,98,8,-1
1,0,1,1,1,0,1,211,8,-1
0,1,0,1,0,1,1,152,5,-1
0,1,0,1,1,1,0,137,2,-1
0,1,0,0,1,0,0,131,9,-1
0,1,0,1,1,0,1,189,7,-1
0,1,1,1,1,0,1,166,5,-1
0,1,0,1,0,0,1,93,5,-1
0,1,0,1,1,0,0,147,1,-1
1,1,1,1,1,1,1,170,3,-1
1,1,1,1,0,0,1,145,1,-1
1,0,0,1,0,1,0,71,4,-1
1,0,1,1,1,1,0,229,6,-1
0,0,1,0,0,0,1,187,4,-1
0,0,1,1,0,1,0,155,4,-1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,1.0,3788.54
0,0,1,0,0,0,0,158,3,-1
1,0,0,1,0,0,0,194,3,-1
0,1,1,1,1,1,1,241,8,-1
0,0,0,1,0,1,1,60,4,-1
0,1,0,1,0,1,0,138,7,-1
1,0,0,0,0,0,1,250,9,-1
0,1,0,1,1,0,0,93,5,-1
1,1,0,1,1,1,0,108,2,-1
0,0,1,1,0,1,1,211,2,-1
0,1,0,1,0,0,0,154,6,-1
1,1,0,1,0,0,1,42,3,-1
0,0,0,0,1,0,0,216,5,-1
0,0,0,1,1,0,1,142,6,-1
1,1,0,0,1,1,0,196,7,-1
1,1,0,1,1,1,1,104,5,-1
1,1,1,0,1,1,1,70,7,-1
1,1,0,1,1,0,0,69,8,-1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,150.0,6.0,5467.22
0,1,0,0,1,0,0,222,2,-1
0,1,1,0,0,0,0,221,9,-1
0,1,0,1,0,1,1,112,8,-1
1,1,0,1,1,1,0,231,8,-1
1.0,0.0,0.0,0.0,1.0,1.0,1.0,183.0,2.0,5494.9
1,0,1,0,1,0,1,130,7,-1
1,1,0,1,0,1,1,100,6,-1
0,1,1,0,1,1,1,158,4,-1
0,1,0,1,0,0,0,113,6,-1
0,1,1,1,1,0,1,224,8,-1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,8.0,3617.95
1,1,0,0,1,1,1,126,6,-1
0.0,0.0,1.0,0.0,1.0,1.0,0.0,232.0,6.0,5470.37
0,1,1,0,1,1,1,191,1,-1
0,1,0,0,1,1,0,249,5,-1
0,1,0,0,1,1,1,164,9,-1
1,0,0,1,0,1,1,223,8,-1
1,0,1,1,1,1,0,47,8,-1
1,1,0,0,0,1,1,153,4,-1
1,1,1,0,1,1,0,245,1,-1
1,0,0,1,1,0,0,154,6,-1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,61.0,6.0,5467.22
1,1,1,0,0,0,0,118,8,-1
0,1,0,1,1,0,1,182,7,-1
1.0,0.0,1.0,0.0,1.0,1.0,1.0,171.0,4.0,5557.63
1,0,0,1,1,1,1,165,1,-1
0,1,1,0,1,1,0,59,7,-1
0,1,1,0,0,1,0,217,6,-1
1,0,0,1,1,0,1,69,2,-1
1,0,0,1,0,1,1,190,1,-1
0,1,1,1,1,0,1,92,4,-1
0,0,1,1,0,0,1,129,3,-1
0,0,0,1,1,0,1,43,4,-1
0,1,0,1,0,0,0,56,1,-1
1.0,0.0,1.0,0.0,1.0,1.0,1.0,133.0,2.0,5565.85
0,1,1,0,0,1,1,102,5,-1
1,1,1,0,1,1,1,121,2,-1
1,1,1,0,1,0,1,106,1,-1
0.0,0.0,1.0,0.0,0.0,1.0,1.0,204.0,1.0,3838.45
1,0,1,1,1,1,1,92,3,-1
1,0,1,1,0,1,1,188,3,-1
0,1,1,0,0,0,1,195,3,-1
1,0,0,0,1,0,0,228,1,-1
0,0,1,1,0,0,1,132,4,-1
1,1,0,0,1,1,1,201,1,-1
1,0,1,1,1,0,1,102,2,-1
0.0,0.0,0.0,0.0,1.0,1.0,1.0,189.0,7.0,5396.46
1.0,0.0,0.0,0.0,0.0,1.0,1.0,154.0,3.0,3676.67
0,1,0,1,0,1,0,166,6,-1
0,1,1,1,0,0,1,68,4,-1
1,1,1,1,0,1,1,176,4,-1
0,0,0,0,0,0,1,103,2,-1
1,1,0,0,1,1,0,244,8,-1
1,0,1,1,1,1,0,113,9,-1
0,1,0,0,1,1,1,194,3,-1
1,1,1,0,0,0,0,182,4,-1
1,0,0,1,1,1,1,46,4,-1
1.0,0.0,1.0,0.0,1.0,1.0,0.0,58.0,9.0,5529.93
0,0,0,0,0,0,1,200,1,-1
1,1,0,1,1,0,1,156,6,-1
0,0,0,1,0,1,0,169,8,-1
1,1,1,0,0,1,1,146,6,-1
