no-8x8dct,no-cabac,no-deblock,no-fast-pskip,no-mbtree,no-mixed-refs,no-weightb,rc-lookahead,ref,PERF
0,0,0,1,1,0,0,45,1,-1
0,0,0,0,1,0,1,223,1,-1
0,0,1,1,1,1,0,61,8,-1
0,1,1,1,0,1,0,158,5,-1
0,1,1,1,1,1,0,199,1,-1
1,1,0,0,0,0,0,241,6,-1
1,1,0,1,0,1,1,173,7,-1
0,1,1,0,0,0,0,187,1,-1
1,0,1,0,0,0,0,70,4,-1
0,1,1,1,0,1,0,128,3,-1
1,1,0,1,0,1,1,124,9,-1
0,1,0,1,1,0,1,141,7,-1
0,0,1,1,1,1,0,193,7,-1
1,1,0,1,1,1,0,134,6,-1
1.0,0.0,1.0,0.0,0.0,1.0,1.0,126.0,2.0,3711.48
1,1,1,1,1,1,0,163,1,-1
0,0,1,0,0,0,1,48,9,-1
0,1,0,0,0,1,1,78,3,-1
0,0,0,1,0,0,1,92,8,-1
0,1,0,0,0,0,1,242,8,-1
1,0,1,1,0,1,0,125,5,-1
1,1,0,0,0,0,1,61,8,-1
0,0,0,1,1,0,1,61,3,-1
1,0,1,0,1,0,0,104,1,-1
0,1,1,1,1,0,1,145,1,-1
0,0,0,1,0,0,0,211,1,-1
1.0,0.0,1.0,0.0,0.0,1.0,0.0,202.0,3.0,3705.1
1,1,1,0,0,0,0,128,2,-1
1,1,0,0,1,1,1,242,8,-1
1,0,1,1,1,0,1,223,3,-1
0,1,1,0,0,0,0,194,4,-1
1,0,0,1,1,1,1,96,6,-1
1,1,1,1,1,0,0,150,9,-1
0,0,0,1,1,1,0,232,4,-1
0,0,1,1,1,1,1,222,5,-1
0,1,0,0,0,1,0,57,5,-1
1,1,1,1,0,0,1,219,9,-1
0,1,1,1,0,1,1,109,7,-1
1,1,0,0,0,0,0,209,3,-1
0,1,1,0,0,0,0,144,6,-1
1,1,1,0,1,0,1,77,1,-1
0,1,1,1,1,1,1,64,5,-1
0,1,0,0,0,0,1,87,9,-1
1.0,0.0,1.0,0.0,0.0,1.0,0.0,63.0,3.0,3706.83
0,0,0,1,0,1,0,69,2,-1
