replBacklogSize,hashMaxZiplistValue,hashMaxZiplistEntries,listMaxZiplistSize,activeDefragIgnoreBytes,activeDefragThresholdLower,replDisableTcpNodelay,hllSparseMaxBytes,hz,PERF
8.0,96.0,450.0,-5.0,293.0,17.0,yes,2707.0,427.0,68521.6484375
6,70,516,-4,105,15,no,2853,32,-1
5,45,352,-4,266,11,no,3062,118,-1
1,83,641,-2,188,15,yes,1192,249,-1
6.0,54.0,573.0,-3.0,281.0,19.0,no,3232.0,25.0,77015.3828125
2,81,930,-4,253,18,no,3463,425,-1
5,99,822,-3,271,18,yes,2856,89,-1
4,53,693,-2,110,15,yes,1740,259,-1
3,102,287,-1,262,14,no,4564,481,-1
2,106,903,-2,240,12,yes,4856,192,-1
9,74,383,-4,125,19,yes,596,301,-1
5,43,483,-4,250,5,no,2194,12,-1
7,90,898,-4,157,13,no,2929,126,-1
8.0,108.0,877.0,-1.0,209.0,12.0,yes,3845.0,286.0,76652.3984375
5,59,339,-2,124,16,yes,4825,382,-1
11,45,640,-3,162,13,no,2642,1,-1
5,75,490,-3,257,15,no,3238,190,-1
3,32,469,-3,276,17,yes,4935,232,-1
9,71,828,-1,161,8,yes,2655,181,-1
1,69,583,-3,272,14,yes,4490,375,-1
6.0,104.0,748.0,-2.0,226.0,11.0,yes,3169.0,470.0,77123.6796875
9.0,113.0,845.0,-2.0,221.0,10.0,no,3540.0,438.0,76876.484375
6,47,896,-3,193,6,yes,3724,212,-1
5,95,271,-3,289,15,no,3445,303,-1
3,52,936,-4,115,17,yes,1841,257,-1
8.0,48.0,758.0,-2.0,263.0,9.0,yes,1161.0,282.0,76752.46875
3,108,922,-4,144,19,yes,4219,16,-1
10.0,92.0,499.0,-3.0,252.0,17.0,no,3129.0,84.0,77659.6328125
11.0,75.0,957.0,-2.0,221.0,9.0,yes,693.0,70.0,76624.0703125
8.0,67.0,833.0,-4.0,244.0,16.0,no,532.0,200.0,77334.421875
6.0,42.0,399.0,-5.0,220.0,18.0,no,174.0,353.0,71916.984375
9.0,125.0,727.0,-4.0,268.0,7.0,yes,476.0,201.0,76993.703125
6.0,68.0,385.0,-4.0,264.0,12.0,yes,1060.0,358.0,77213.046875
4,89,954,-1,109,17,yes,1598,193,-1
7.0,120.0,563.0,-1.0,252.0,7.0,yes,76.0,74.0,76726.59375
8,37,547,-4,193,18,yes,177,31,-1
9,36,466,-5,118,5,yes,3723,344,-1
9.0,96.0,555.0,-2.0,294.0,15.0,no,301.0,469.0,76799.140625
7.0,66.0,721.0,-3.0,204.0,6.0,no,2063.0,101.0,76815.140625
10.0,73.0,765.0,-2.0,249.0,16.0,yes,1258.0,489.0,77242.921875
3,120,912,-2,111,6,yes,2346,186,-1
11,36,664,-3,126,11,yes,4412,13,-1
6,41,871,-5,107,11,yes,1566,66,-1
9,109,913,-4,185,9,yes,1651,170,-1
9.0,124.0,705.0,-5.0,231.0,12.0,yes,3597.0,418.0,69303.84375
8,83,945,-2,158,7,no,2605,50,-1
4,87,289,-2,230,10,no,1763,164,-1
8.0,80.0,660.0,-4.0,283.0,10.0,no,344.0,491.0,77354.9453125
6.0,120.0,968.0,-1.0,263.0,19.0,yes,4007.0,68.0,77546.65625
6.0,87.0,1018.0,-2.0,241.0,16.0,no,4712.0,323.0,76783.578125
5,77,1008,-3,134,7,yes,2814,454,-1
3,71,815,-5,120,13,no,535,132,-1
7.0,83.0,316.0,-5.0,270.0,15.0,no,4309.0,12.0,70011.0546875
5,113,801,-4,278,14,yes,4464,214,-1
8.0,84.0,982.0,-2.0,245.0,17.0,yes,1283.0,102.0,78123.5546875
8,106,651,-3,181,18,yes,2923,21,-1
10.0,76.0,402.0,-4.0,238.0,5.0,no,1513.0,445.0,76528.328125
8.0,125.0,673.0,-3.0,210.0,13.0,yes,4093.0,478.0,79658.578125
5,92,492,-4,201,14,yes,4883,82,-1
7,127,821,-3,174,11,yes,4477,336,-1
