StartServers,MinSpareServers,MaxSpareServers,MaxRequestWorkers,MaxRequestsPerChild,PERF
9.0,9.0,11.0,85.0,835.0,4067.4814453125
7.0,7.0,13.0,606.0,606.0,4342.6083984375
6,2,14,394,723,-1
9,9,15,445,268,-1
1,1,15,319,380,-1
9,5,16,236,23,-1
3,2,15,998,674,-1
2.0,9.0,18.0,734.0,906.0,4407.95654296875
7.0,8.0,14.0,980.0,961.0,4375.455078125
2.0,7.0,17.0,461.0,530.0,4119.86181640625
5,9,15,831,353,-1
8.0,9.0,15.0,568.0,920.0,4303.060546875
7,5,12,325,699,-1
2,9,13,911,309,-1
9.0,7.0,15.0,518.0,651.0,4335.287109375
6,3,12,512,934,-1
6,1,18,726,907,-1
2,7,11,653,273,-1
3.0,8.0,11.0,522.0,853.0,4379.228515625
3,2,18,423,716,-1
1,4,12,673,82,-1
9,1,17,22,255,-1
8,2,12,691,385,-1
1,9,12,37,344,-1
6,7,12,337,30,-1
5.0,7.0,17.0,902.0,755.0,4096.1572265625
8.0,7.0,15.0,226.0,660.0,3966.7841796875
3,1,15,874,127,-1
6,4,15,144,959,-1
3.0,6.0,14.0,19.0,557.0,4029.32275390625
2,1,11,162,95,-1
6,5,19,934,994,-1
3,5,13,591,624,-1
8.0,7.0,13.0,423.0,526.0,4321.3173828125
1,1,14,112,723,-1
3,1,12,232,217,-1
5,5,13,642,212,-1
9.0,9.0,17.0,434.0,511.0,4186.04833984375
6,1,14,525,181,-1
1.0,8.0,14.0,519.0,921.0,4444.6484375
6,3,19,372,19,-1
7,1,13,840,672,-1
1,5,14,486,208,-1
6,1,13,373,935,-1
1,7,12,571,391,-1
5,7,14,122,121,-1
1.0,8.0,16.0,959.0,692.0,4023.571533203125
1,6,17,723,497,-1
4,5,18,269,526,-1
5.0,9.0,18.0,932.0,836.0,4053.947998046875
3,3,15,260,427,-1
7,9,16,818,95,-1
4,9,12,417,66,-1
1,9,19,648,128,-1
3,3,17,681,438,-1
5,2,15,949,755,-1
1,5,17,258,894,-1
5.0,7.0,14.0,995.0,782.0,4121.3466796875
6,2,14,30,595,-1
8,2,15,482,404,-1
7.0,9.0,17.0,473.0,961.0,4199.79638671875
3.0,7.0,16.0,761.0,852.0,4363.2138671875
3.0,6.0,14.0,667.0,977.0,4409.67578125
6,1,15,711,883,-1
6.0,8.0,11.0,943.0,729.0,4261.00244140625
6.0,9.0,18.0,101.0,815.0,4067.223876953125
7,2,17,586,191,-1
8,2,16,434,253,-1
6,5,12,966,72,-1
1,5,18,658,754,-1
5.0,7.0,14.0,267.0,502.0,4066.5703125
1,1,17,174,750,-1
8,4,17,787,864,-1
2,2,14,465,294,-1
1.0,6.0,19.0,367.0,537.0,3943.342529296875
4,4,18,309,649,-1
5,5,19,77,824,-1
3,6,18,653,392,-1
8,1,16,391,530,-1
8,8,16,308,232,-1
5,3,13,957,111,-1
8,4,14,319,77,-1
5,2,14,292,894,-1
9,4,16,929,326,-1
1,3,12,678,373,-1
4.0,8.0,13.0,808.0,632.0,4075.27099609375
4.0,8.0,14.0,878.0,925.0,4319.97509765625
5.0,7.0,19.0,742.0,751.0,4139.560546875
8,9,17,979,291,-1
6,7,14,395,174,-1
9,4,15,893,186,-1
9,2,11,351,359,-1
9.0,8.0,17.0,436.0,542.0,4245.9130859375
3.0,8.0,14.0,285.0,637.0,4204.9013671875
2,3,19,95,142,-1
2,3,14,250,342,-1
3,3,16,337,372,-1
7,1,12,850,429,-1
8,2,15,845,338,-1
7,6,14,997,392,-1
5.0,6.0,13.0,837.0,597.0,4163.64599609375
6,5,19,988,840,-1
5,4,15,47,108,-1
9,2,19,680,915,-1
1,3,18,9,105,-1
4,2,12,670,91,-1
9,6,11,898,241,-1
5,6,12,502,60,-1
2.0,9.0,18.0,523.0,681.0,4299.5791015625
8,2,15,132,116,-1
1,2,11,216,379,-1
6.0,8.0,19.0,717.0,507.0,3934.087158203125
9,2,11,817,627,-1
2,4,13,431,427,-1
4,8,18,562,472,-1
3.0,7.0,19.0,229.0,703.0,4126.4765625
7,6,11,552,202,-1
2.0,6.0,16.0,625.0,742.0,4338.525390625
7,5,11,772,823,-1
8,6,11,196,108,-1
6,5,12,955,977,-1
9,5,13,209,824,-1
7,3,19,569,412,-1
4,7,15,659,122,-1
7,3,19,215,333,-1
5,4,15,923,201,-1
7,7,18,448,454,-1
4,5,13,191,476,-1
2,5,16,310,170,-1
6.0,8.0,13.0,616.0,658.0,4317.55078125
8.0,7.0,13.0,208.0,836.0,3949.34619140625
3,1,18,198,313,-1
3,3,17,343,440,-1
4,8,11,580,131,-1
2.0,6.0,14.0,65.0,588.0,4118.380859375
9.0,6.0,15.0,800.0,915.0,4391.49609375
2,3,19,926,202,-1
7.0,8.0,16.0,702.0,523.0,4036.576416015625
3,2,11,665,138,-1
6,4,14,970,391,-1
5,4,12,224,532,-1
8,1,19,674,53,-1
7,4,15,101,510,-1
5.0,8.0,16.0,705.0,734.0,4219.9052734375
2,1,15,130,141,-1
3,5,16,646,942,-1
1,6,11,670,437,-1
2,3,16,473,944,-1
4,4,19,606,107,-1
8,4,19,636,804,-1
9,5,19,26,340,-1
8,1,17,999,715,-1
8,1,15,610,435,-1
4.0,8.0,12.0,45.0,593.0,3923.258056640625
9.0,8.0,17.0,295.0,904.0,3936.605712890625
1,3,18,894,402,-1
9,1,16,68,233,-1
2,1,14,500,281,-1
6,1,15,528,403,-1
9,2,14,460,372,-1
9,6,15,440,437,-1
9.0,8.0,16.0,163.0,594.0,3950.3828125
2,4,11,705,977,-1
6,6,13,442,464,-1
4,3,12,750,952,-1
8.0,6.0,11.0,302.0,839.0,4061.512939453125
9,5,16,686,247,-1
7,4,18,462,663,-1
6,5,15,952,754,-1
4,5,19,747,653,-1
9,2,16,624,454,-1
9.0,9.0,14.0,616.0,765.0,4320.74365234375
7,4,18,349,146,-1
6.0,6.0,14.0,499.0,987.0,4291.98388671875
8,4,19,570,404,-1
6.0,8.0,19.0,670.0,667.0,4057.579833984375
4,1,15,115,942,-1
4.0,6.0,17.0,179.0,833.0,4228.84130859375
3,1,16,402,919,-1
5,1,11,31,493,-1
7,1,13,478,897,-1
9,8,16,575,222,-1
6,2,13,830,568,-1
7,5,13,504,573,-1
3,8,19,182,242,-1
8,7,13,586,238,-1
8,6,15,162,405,-1
5,4,12,198,700,-1
9,8,16,791,133,-1
2.0,7.0,11.0,84.0,778.0,4326.9052734375
2,2,14,836,10,-1
8,3,16,473,121,-1
9,2,18,879,453,-1
9,1,12,484,74,-1
8,5,18,287,27,-1
9,2,14,126,586,-1
5,2,11,338,783,-1
2,3,16,635,804,-1
6,8,12,922,28,-1
2,1,17,505,921,-1
9.0,9.0,16.0,351.0,957.0,4015.0908203125
7,2,15,21,17,-1
6,7,18,753,136,-1
7,9,17,481,294,-1
1.0,6.0,19.0,115.0,820.0,4297.7587890625
9,4,18,156,300,-1
6.0,8.0,15.0,90.0,929.0,4196.49609375
6,8,13,335,90,-1
2,4,14,657,833,-1
4,9,16,345,184,-1
9,6,11,684,377,-1
4.0,7.0,13.0,269.0,540.0,4054.733154296875
9,1,18,720,177,-1
6,6,17,537,313,-1
5,3,15,406,106,-1
3,4,14,563,746,-1
3,5,14,227,139,-1
9,9,18,172,151,-1
1,3,14,8,422,-1
7.0,8.0,12.0,2.0,794.0,3984.739501953125
4,3,12,269,266,-1
3,3,15,813,308,-1
4,5,18,766,985,-1
2.0,8.0,13.0,576.0,527.0,4227.689453125
6,3,11,8,927,-1
8,5,11,838,501,-1
5.0,6.0,12.0,219.0,814.0,4225.34814453125
7.0,9.0,14.0,971.0,889.0,4317.2470703125
5.0,9.0,12.0,71.0,814.0,4113.533203125
2,5,17,679,220,-1
8,1,16,897,546,-1
3.0,9.0,17.0,791.0,896.0,4342.0029296875
9,6,18,502,255,-1
3,3,11,620,400,-1
9,1,18,195,323,-1
3,9,16,467,184,-1
1,4,19,444,675,-1
8,1,13,418,226,-1
4,7,12,694,296,-1
6,2,18,419,832,-1
9.0,6.0,11.0,366.0,975.0,4070.3193359375
6.0,7.0,15.0,940.0,906.0,4360.1689453125
6,6,11,8,205,-1
7,8,17,887,30,-1
1,3,11,586,929,-1
9,1,16,671,657,-1
4,3,18,903,716,-1
5,1,13,240,242,-1
2.0,7.0,17.0,176.0,901.0,4425.6806640625
1,9,16,645,281,-1
7.0,8.0,12.0,132.0,787.0,4033.603759765625
3,1,15,187,213,-1
3,1,18,565,653,-1
3,7,19,999,42,-1
3,1,15,657,608,-1
4,9,16,996,425,-1
6,1,15,646,232,-1
6,2,15,607,479,-1
2,2,14,652,432,-1
2,4,13,138,589,-1
5,3,11,913,45,-1
2,3,18,936,759,-1
2,8,11,113,111,-1
6.0,6.0,16.0,948.0,752.0,4197.03515625
7,2,19,919,828,-1
1,7,15,537,267,-1
7.0,8.0,17.0,302.0,736.0,4003.560791015625
1,7,11,7,104,-1
6.0,9.0,15.0,644.0,586.0,4136.7041015625
8,9,18,332,71,-1
9,3,17,865,168,-1
2,4,18,852,992,-1
3.0,6.0,18.0,377.0,586.0,4037.0048828125
3.0,8.0,14.0,486.0,655.0,4292.3623046875
3.0,8.0,15.0,430.0,725.0,4289.1728515625
7,7,18,809,407,-1
6.0,8.0,11.0,659.0,527.0,4293.05810546875
4,2,13,750,884,-1
9,7,18,826,164,-1
7.0,8.0,17.0,277.0,700.0,3973.888671875
4,4,17,676,136,-1
6,1,12,824,912,-1
3,7,12,498,348,-1
1,4,15,851,102,-1
3,1,12,267,820,-1
9,2,15,524,490,-1
9.0,9.0,11.0,408.0,528.0,4315.5947265625
6,5,18,99,461,-1
8,2,12,616,145,-1
5,2,12,334,783,-1
6.0,6.0,16.0,397.0,976.0,4237.9638671875
6.0,6.0,11.0,250.0,585.0,4143.095703125
