StartServers,MinSpareServers,MaxSpareServers,MaxRequestWorkers,MaxRequestsPerChild,PERF
9.0,9.0,11.0,85.0,835.0,4067.4814453125
7.0,7.0,13.0,606.0,606.0,4342.6083984375
6,2,14,394,723,-1
9,9,15,445,268,-1
1,1,15,319,380,-1
9,5,16,236,23,-1
3,2,15,998,674,-1
2.0,9.0,18.0,734.0,906.0,4407.95654296875
7.0,8.0,14.0,980.0,961.0,4375.455078125
2.0,7.0,17.0,461.0,530.0,4119.86181640625
5,9,15,831,353,-1
8.0,9.0,15.0,568.0,920.0,4303.060546875
7,5,12,325,699,-1
2,9,13,911,309,-1
9.0,7.0,15.0,518.0,651.0,4335.287109375
6,3,12,512,934,-1
6,1,18,726,907,-1
2,7,11,653,273,-1
3.0,8.0,11.0,522.0,853.0,4379.228515625
3,2,18,423,716,-1
1,4,12,673,82,-1
9,1,17,22,255,-1
8,2,12,691,385,-1
1,9,12,37,344,-1
6,7,12,337,30,-1
5.0,7.0,17.0,902.0,755.0,4096.1572265625
8.0,7.0,15.0,226.0,660.0,3966.7841796875
3,1,15,874,127,-1
6,4,15,144,959,-1
3.0,6.0,14.0,19.0,557.0,4029.32275390625
2,1,11,162,95,-1
6,5,19,934,994,-1
3,5,13,591,624,-1
8.0,7.0,13.0,423.0,526.0,4321.3173828125
1,1,14,112,723,-1
3,1,12,232,217,-1
5,5,13,642,212,-1
9.0,9.0,17.0,434.0,511.0,4186.04833984375
6,1,14,525,181,-1
1.0,8.0,14.0,519.0,921.0,4444.6484375
6,3,19,372,19,-1
7,1,13,840,672,-1
1,5,14,486,208,-1
6,1,13,373,935,-1
1,7,12,571,391,-1
5,7,14,122,121,-1
1.0,8.0,16.0,959.0,692.0,4023.571533203125
1,6,17,723,497,-1
4,5,18,269,526,-1
5.0,9.0,18.0,932.0,836.0,4053.947998046875
3,3,15,260,427,-1
7,9,16,818,95,-1
4,9,12,417,66,-1
1,9,19,648,128,-1
3,3,17,681,438,-1
5,2,15,949,755,-1
1,5,17,258,894,-1
5.0,7.0,14.0,995.0,782.0,4121.3466796875
6,2,14,30,595,-1
8,2,15,482,404,-1
7.0,9.0,17.0,473.0,961.0,4199.79638671875
3.0,7.0,16.0,761.0,852.0,4363.2138671875
3.0,6.0,14.0,667.0,977.0,4409.67578125
6,1,15,711,883,-1
6.0,8.0,11.0,943.0,729.0,4261.00244140625
6.0,9.0,18.0,101.0,815.0,4067.223876953125
7,2,17,586,191,-1
8,2,16,434,253,-1
6,5,12,966,72,-1
1,5,18,658,754,-1
5.0,7.0,14.0,267.0,502.0,4066.5703125
1,1,17,174,750,-1
8,4,17,787,864,-1
2,2,14,465,294,-1
1.0,6.0,19.0,367.0,537.0,3943.342529296875
4,4,18,309,649,-1
5,5,19,77,824,-1
3,6,18,653,392,-1
8,1,16,391,530,-1
8,8,16,308,232,-1
5,3,13,957,111,-1
8,4,14,319,77,-1
5,2,14,292,894,-1
9,4,16,929,326,-1
1,3,12,678,373,-1
4.0,8.0,13.0,808.0,632.0,4075.27099609375
4.0,8.0,14.0,878.0,925.0,4319.97509765625
5.0,7.0,19.0,742.0,751.0,4139.560546875
8,9,17,979,291,-1
6,7,14,395,174,-1
9,4,15,893,186,-1
9,2,11,351,359,-1
9.0,8.0,17.0,436.0,542.0,4245.9130859375
3.0,8.0,14.0,285.0,637.0,4204.9013671875
2,3,19,95,142,-1
2,3,14,250,342,-1
3,3,16,337,372,-1
7,1,12,850,429,-1
8,2,15,845,338,-1
7,6,14,997,392,-1
