StartServers,MinSpareServers,MaxSpareServers,MaxRequestWorkers,MaxRequestsPerChild,PERF
2.0,8.0,17.0,255.0,495.0,4005.612060546875
5.0,6.0,18.0,94.0,28.0,4432.3310546875
8,4,17,3,445,-1
7,3,19,901,30,-1
1,5,19,381,216,-1
4,1,12,438,495,-1
3,3,12,460,289,-1
1,8,16,642,185,-1
9.0,8.0,12.0,333.0,721.0,4234.83056640625
7.0,9.0,14.0,830.0,670.0,4196.4296875
3.0,6.0,18.0,846.0,505.0,3960.357177734375
6,1,13,797,414,-1
2,5,17,674,374,-1
4,5,18,521,393,-1
5,1,11,703,983,-1
6,4,12,502,982,-1
7,5,18,232,513,-1
9.0,6.0,15.0,270.0,547.0,4066.86767578125
9,1,18,820,886,-1
7,8,15,561,426,-1
1.0,8.0,16.0,200.0,504.0,4030.711669921875
5,4,14,538,623,-1
6,5,11,230,177,-1
6.0,8.0,18.0,797.0,816.0,4174.703125
3,8,17,84,16,-1
1.0,7.0,13.0,110.0,624.0,4195.32177734375
4,1,12,527,168,-1
3,7,15,322,473,-1
1,4,14,188,108,-1
9,5,12,606,817,-1
1,1,12,719,160,-1
7.0,7.0,15.0,221.0,975.0,4126.0400390625
8,5,13,648,394,-1
6,3,16,59,298,-1
9,8,13,858,310,-1
9,7,14,253,8,-1
8,1,18,962,570,-1
2.0,8.0,19.0,704.0,508.0,4121.830078125
4,4,12,674,432,-1
2,1,16,296,499,-1
3,8,19,19,200,-1
3,9,18,339,213,-1
7.0,8.0,19.0,344.0,882.0,4022.466552734375
7,5,19,235,725,-1
1,2,19,213,759,-1
6,8,14,340,291,-1
8,6,19,887,135,-1
5,1,11,74,866,-1
8.0,8.0,14.0,615.0,781.0,4339.9677734375
4,6,13,82,266,-1
9,6,19,458,277,-1
8,8,11,670,91,-1
2.0,8.0,11.0,240.0,988.0,4396.38916015625
4,2,12,242,744,-1
1.0,9.0,14.0,970.0,909.0,4082.154296875
3,3,15,101,652,-1
1,1,19,296,596,-1
5,3,11,913,969,-1
9,2,12,618,979,-1
5.0,7.0,16.0,259.0,541.0,3987.674560546875
3,3,11,281,983,-1
5,6,16,940,390,-1
3,3,13,847,893,-1
3,4,15,579,595,-1
3,1,13,73,551,-1
1,1,16,291,792,-1
5.0,8.0,12.0,501.0,794.0,4334.14306640625
1.0,9.0,12.0,776.0,984.0,4364.9189453125
8,3,11,514,919,-1
3,9,12,910,31,-1
3.0,9.0,18.0,907.0,840.0,4173.79931640625
7,7,12,433,157,-1
7.0,7.0,13.0,65.0,963.0,4104.0087890625
8,5,15,851,453,-1
4,4,13,25,646,-1
4,6,11,355,138,-1
2,3,18,398,401,-1
6,3,11,529,500,-1
6,4,17,731,238,-1
5,5,13,412,560,-1
9,9,13,646,48,-1
1,5,18,160,766,-1
8,3,17,849,371,-1
7.0,7.0,16.0,856.0,896.0,4378.591796875
9,6,12,251,217,-1
6.0,7.0,11.0,681.0,717.0,4373.3935546875
4,5,12,730,40,-1
9.0,8.0,16.0,268.0,912.0,3920.978271484375
9,2,17,842,659,-1
7,5,19,971,382,-1
8,4,12,326,126,-1
9,9,12,601,408,-1
2,3,13,749,4,-1
2,4,11,627,605,-1
8,2,13,542,273,-1
6,3,17,791,808,-1
9,5,15,855,769,-1
6,4,13,109,807,-1
2.0,7.0,15.0,964.0,761.0,3936.883056640625
9,2,15,573,311,-1
5,4,15,1,442,-1
5,3,14,783,683,-1
5,6,14,204,3,-1
3.0,6.0,18.0,829.0,510.0,3974.577392578125
9,5,18,409,744,-1
9,3,12,620,530,-1
4,1,14,426,405,-1
8.0,6.0,17.0,898.0,748.0,4283.2490234375
5.0,7.0,16.0,649.0,629.0,4159.8232421875
4.0,6.0,16.0,937.0,782.0,4054.057861328125
8,7,18,605,349,-1
3,7,18,544,152,-1
8,5,15,46,510,-1
7,4,14,657,19,-1
5.0,9.0,17.0,402.0,688.0,4084.91650390625
6,2,12,886,269,-1
1.0,8.0,15.0,368.0,511.0,4172.7041015625
7,2,16,713,815,-1
3,6,13,561,172,-1
8.0,8.0,13.0,223.0,963.0,4064.723876953125
7.0,8.0,11.0,899.0,622.0,4249.0595703125
3,4,17,785,189,-1
6,2,19,444,913,-1
7,6,13,527,138,-1
2,7,14,751,240,-1
7,7,13,107,397,-1
5,1,12,56,597,-1
8,2,11,704,814,-1
9,6,14,838,118,-1
7,1,14,495,377,-1
2,3,18,463,579,-1
2.0,7.0,13.0,594.0,909.0,4431.04443359375
9,1,18,857,319,-1
4.0,6.0,19.0,400.0,880.0,4255.787109375
7,2,19,16,145,-1
6,1,14,130,462,-1
8.0,9.0,11.0,61.0,840.0,4060.572509765625
1,3,12,91,27,-1
6.0,7.0,17.0,845.0,663.0,4049.27685546875
4,6,19,641,243,-1
1.0,9.0,16.0,350.0,605.0,4257.7451171875
6,5,11,353,412,-1
2.0,8.0,14.0,662.0,713.0,4318.6240234375
7.0,7.0,17.0,252.0,976.0,4113.517578125
2,9,18,852,52,-1
1.0,8.0,15.0,370.0,984.0,4463.57861328125
1,5,14,129,395,-1
7,8,11,524,90,-1
8,1,11,384,732,-1
3,2,18,807,855,-1
3,4,13,557,330,-1
4,8,19,584,104,-1
6,5,19,719,834,-1
7,5,19,831,291,-1
2,4,15,98,345,-1
6,1,18,651,313,-1
3,4,13,748,501,-1
5,2,19,326,327,-1
1.0,9.0,15.0,912.0,927.0,4228.46923828125
9.0,8.0,19.0,922.0,801.0,4171.60791015625
2,5,16,992,783,-1
7.0,7.0,14.0,942.0,643.0,4163.0458984375
4,5,19,532,167,-1
2,7,16,906,184,-1
4.0,7.0,11.0,100.0,545.0,3939.640869140625
3,1,13,632,526,-1
1,1,18,643,173,-1
8,1,14,847,710,-1
3.0,9.0,16.0,865.0,892.0,4235.2958984375
4.0,7.0,15.0,944.0,798.0,4106.3203125
7,8,19,257,201,-1
7,7,15,487,403,-1
8.0,8.0,16.0,41.0,851.0,3909.88427734375
5,2,13,691,5,-1
2,3,18,747,970,-1
5.0,6.0,15.0,526.0,542.0,4232.3681640625
8,9,14,630,307,-1
3,5,16,550,976,-1
2.0,6.0,19.0,736.0,565.0,4105.6513671875
4,4,19,895,669,-1
9,9,18,384,464,-1
8,4,17,481,336,-1
5,2,14,415,18,-1
2,3,18,589,287,-1
9,3,15,739,691,-1
4,7,15,715,491,-1
9.0,7.0,11.0,130.0,966.0,4014.207275390625
3,1,13,480,952,-1
4.0,7.0,18.0,90.0,611.0,3996.321533203125
9,5,15,347,946,-1
9,1,15,420,671,-1
2,3,13,480,793,-1
8,8,17,88,389,-1
7,3,15,905,116,-1
8,1,14,905,201,-1
5,4,18,992,288,-1
5.0,9.0,15.0,215.0,759.0,4166.443359375
4,5,11,988,657,-1
9,9,13,540,440,-1
7.0,8.0,13.0,275.0,706.0,4049.828369140625
